@relation WGN0331_data

@attribute TradingPeriod numeric
@attribute IsProxyPriceFlag numeric
@attribute Med$PerMWHr numeric
@attribute IntTime numeric
@attribute Year numeric
@attribute Month numeric
@attribute Day numeric
@attribute Avg$PerMWHr numeric

@data
39,0,267.97,69001,2023,3,30,264.908
40,0,269.36,70794,2023,3,30,256.991429
41,0,259.935,72754.5,2023,3,30,251.863333
42,0,221.705,74547,2023,3,30,227.305
43,0,185.39,76193,2023,3,30,200.535714
44,0,258.09,77996,2023,3,30,235.577143
45,0,200.01,79955,2023,3,30,200.666667
46,0,167.495,81744,2023,3,30,169.228333
47,0,123.02,83535,2023,3,30,122.258333
48,0,147.475,85332.5,2023,3,30,139.796667
1,0,201.18,898,2023,3,31,185.961429
2,0,142.035,2550,2023,3,31,149.031667
3,0,127.77,4189,2023,3,31,121.458571
4,0,186.87,5987,2023,3,31,171.421429
5,0,142.24,7940,2023,3,31,147.446667
6,0,130.965,9736.5,2023,3,31,122.983333
7,0,137.43,11396,2023,3,31,133.91
8,0,134.76,13338.5,2023,3,31,125.473333
9,0,133.9,15145,2023,3,31,124.935
10,0,113.48,16946,2023,3,31,113.438333
11,0,137.245,18745.5,2023,3,31,128.88
12,0,149.405,20532,2023,3,31,155.728333
13,0,205.295,22339.5,2023,3,31,211.618333
14,0,282.11,24427,2023,3,31,232.024
15,0,219.28,25803,2023,3,31,217.925714
16,0,476.57,27754.5,2023,3,31,493.405
17,0,441.26,29559.5,2023,3,31,447.426667
18,0,339.09,31350.5,2023,3,31,312.783333
19,0,219.79,32990,2023,3,31,216.292
20,0,177.84,34957,2023,3,31,175.11
21,0,149.985,36755,2023,3,31,150.2
22,0,121.58,38460,2023,3,31,118.738571
23,0,132.63,40196,2023,3,31,125.642857
24,0,136.17,41844.5,2023,3,31,127.641667
25,0,138.28,43788,2023,3,31,121.992
26,0,105.01,45742.5,2023,3,31,105.918333
27,0,111.88,47382,2023,3,31,113.16
28,0,98.21,49347,2023,3,31,99.14
29,0,134.98,51141,2023,3,31,132.001667
30,0,138.34,52798,2023,3,31,135.085714
31,0,152.76,54578,2023,3,31,149.927143
32,0,104.86,56399,2023,3,31,105.817143
33,0,106.995,58340.5,2023,3,31,106.8
34,0,96.23,60029,2023,3,31,97.444286
35,0,86.42,61797,2023,3,31,78.19
36,0,103.28,63614,2023,3,31,105.168571
37,0,111.035,65545,2023,3,31,112.916667
38,0,131.53,67184,2023,3,31,131.38
39,0,150.73,68973,2023,3,31,149.301429
40,0,157.83,70772,2023,3,31,156.214286
41,0,148.47,72578,2023,3,31,143.422857
42,0,149.78,74377,2023,3,31,145.117143
43,0,153.745,76327,2023,3,31,150.176667
44,0,156.39,77992,2023,3,31,153.45
45,0,152.37,79796,2023,3,31,141.151429
46,0,107.78,81581,2023,3,31,105.905714
47,0,116.7,83385,2023,3,31,119.03
48,0,108.68,85191,2023,3,31,118.418571
1,0,107.18,898,2023,4,1,117.142857
2,0,102.61,2402,2023,4,1,99.291429
3,0,97.62,4179,2023,4,1,89.792857
4,0,101.035,6140,2023,4,1,113.135
5,0,100.885,7936,2023,4,1,98.626667
6,0,78.005,9725,2023,4,1,79.066667
7,0,93.29,11523.5,2023,4,1,93.156667
8,0,93.49,13344.5,2023,4,1,96.088333
9,0,100.86,14700,2023,4,1,101.153333
10,0,98.215,16954.5,2023,4,1,99.59
11,0,93.69,18589,2023,4,1,94.962857
12,0,92.54,20385,2023,4,1,81.921429
13,0,92.71,22182,2023,4,1,87.088571
14,0,96.96,24131.5,2023,4,1,91.783333
15,0,57.23,25921,2023,4,1,62.166667
16,0,58.415,27730,2023,4,1,69.145
17,0,91.39,29388,2023,4,1,86.718
18,0,114.66,31331,2023,4,1,116.976667
19,0,165.14,33027,2023,4,1,161.173333
20,0,255.5,34260,2023,4,1,223.89
21,0,236.69,36453.5,2023,4,1,222.575
22,0,145.94,38542,2023,4,1,146.088333
23,0,114.38,40176,2023,4,1,120.231429
24,0,92.63,41973,2023,4,1,98.776
25,0,79.98,43772,2023,4,1,83.461429
26,0,86.23,45721,2023,4,1,86.173333
27,0,140.595,47531.5,2023,4,1,129.445
28,0,92.615,49321.5,2023,4,1,91.945
29,0,94.025,51120.5,2023,4,1,94.8
30,0,95.48,52928.5,2023,4,1,99.788333
31,0,99.195,54726.5,2023,4,1,102.913333
32,0,88.21,56539,2023,4,1,90.51
33,0,97.15,58321,2023,4,1,100.48
34,0,129.82,59989,2023,4,1,120.308
35,0,125.445,61938,2023,4,1,130.165
36,0,117.375,63738,2023,4,1,118.29
37,0,121.19,65390,2023,4,1,116.201429
38,0,107.98,67177,2023,4,1,112.527143
39,0,118.98,68992,2023,4,1,118.657143
40,0,125.83,70785,2023,4,1,128.704286
41,0,91.04,72588,2023,4,1,109.325714
42,0,87.03,74392,2023,4,1,89.89
43,0,98.59,76042.5,2023,4,1,101.376667
44,0,83.45,77990,2023,4,1,82.495714
45,0,82.9,79788,2023,4,1,85.835714
46,0,59.28,81594,2023,4,1,63.51
47,0,88.7,83388,2023,4,1,77.49
48,0,76.41,85210,2023,4,1,76.41
1,0,95.15,882,2023,4,2,108.278571
2,0,95.09,2243.5,2023,4,2,102.638333
3,0,69.085,4342,2023,4,2,73.61
4,0,94.3,5987,2023,4,2,94.46
5,0,94.625,7634.5,2023,4,2,85.556667
6,0,94.04,9300,2023,4,2,86.122
8,0,55.65,10347,2023,4,2,56.318
9,0,56.25,11700,2023,4,2,56.393333
10,0,57.32,13281,2023,4,2,56.842
11,0,58.66,14742,2023,4,2,58.541429
12,0,58.5,16814,2023,4,2,58.54
13,0,56.72,18816,2023,4,2,47.428333
14,0,56.63,20385,2023,4,2,53.828571
15,0,59.5,22239,2023,4,2,51.9
16,0,56.91,24002,2023,4,2,49.65
17,0,57.77,25800,2023,4,2,51.654286
18,0,92.85,27607,2023,4,2,85.192857
19,0,101.2,29436,2023,4,2,114.057143
20,0,222.43,31193,2023,4,2,189.71
21,0,148.67,32989,2023,4,2,135.822857
22,0,99.81,34785,2023,4,2,112.475714
23,0,92.29,36741.5,2023,4,2,83.208333
24,0,57.78,38403,2023,4,2,57.964286
25,0,57.75,40190,2023,4,2,57.644286
26,0,57.87,41981,2023,4,2,57.921429
27,0,58.085,43632.5,2023,4,2,58.045
28,0,85.335,45769,2023,4,2,88.19
29,0,57.96,47413,2023,4,2,63.322
30,0,58.69,49189,2023,4,2,69.985714
31,0,58.09,51311,2023,4,2,58.178
32,0,58.29,52803,2023,4,2,58.31
33,0,58.74,54633,2023,4,2,58.777143
34,0,58.82,56388,2023,4,2,58.705714
35,0,57.95,58192,2023,4,2,55.918571
36,0,59.055,60152.5,2023,4,2,72.641667
37,0,98.82,61943,2023,4,2,107.003333
38,0,146.55,63574,2023,4,2,129.871429
39,0,147.52,65526,2023,4,2,150.121667
40,0,153.125,67322.5,2023,4,2,154.363333
41,0,153.4,69127,2023,4,2,151.185
42,0,117.555,70925.5,2023,4,2,119.453333
43,0,149.23,72731.5,2023,4,2,149.193333
44,0,154,74534,2023,4,2,155.926667
45,0,211.64,76343,2023,4,2,204.745
46,0,192.24,77984,2023,4,2,180.738571
47,0,156.34,79956.5,2023,4,2,164.783333
48,0,154.265,81733,2023,4,2,155.385
49,0,97.22,83386,2023,4,2,92.05
50,0,58.85,85185,2023,4,2,61.304286
1,0,58.87,892,2023,4,3,73.722
2,0,93.96,2537,2023,4,3,93.07
3,0,94.98,3586,2023,4,3,94.98
4,0,90,5395,2023,4,3,90
5,0,61.36,8102,2023,4,3,66.938
6,0,92.95,9293,2023,4,3,92.336
7,0,95.2,10797,2023,4,3,95.2
8,0,94.16,13190,2023,4,3,107.913333
9,0,97.95,15293,2023,4,3,111.204
10,0,91.75,16936.5,2023,4,3,87.463333
11,0,95.84,18731,2023,4,3,103.575
12,0,116.245,20537,2023,4,3,112.448333
13,0,116.83,22239,2023,4,3,141.907143
14,0,147.69,24003,2023,4,3,143.301429
15,0,171.855,25705.5,2023,4,3,155.728333
16,0,153.69,27623,2023,4,3,149.444286
17,0,133.94,29400,2023,4,3,111.468571
18,0,94.46,31182,2023,4,3,85.772857
19,0,60.85,33082,2023,4,3,60.218571
20,0,61.82,34789,2023,4,3,62.558571
21,0,61.22,36593,2023,4,3,59.898571
22,0,56.095,38559,2023,4,3,55.518333
23,0,60.52,40197,2023,4,3,57.218571
24,0,60.58,41980,2023,4,3,64.108571
25,0,63.54,43793,2023,4,3,62.972857
26,0,61.17,45617,2023,4,3,61.15
27,0,111.23,47394,2023,4,3,106.382857
28,0,110.51,49220,2023,4,3,107.128571
29,0,99.705,50850.5,2023,4,3,98.491667
30,0,60.27,52815,2023,4,3,60.382857
31,0,72.08,54596,2023,4,3,74.112857
32,0,81.29,56384,2023,4,3,82.522857
33,0,99.345,58050.5,2023,4,3,97.978333
34,0,104.755,60142,2023,4,3,99.85
35,0,114.84,61787,2023,4,3,118.03
36,0,153.95,63604,2023,4,3,147.01
37,0,158.955,65544.5,2023,4,3,162.191667
38,0,182.12,66740.5,2023,4,3,182.12
39,0,185.16,68983,2023,4,3,187.834
40,0,162.64,70770,2023,4,3,165.56
41,0,155.975,72729,2023,4,3,148.073333
42,0,95,74527.5,2023,4,3,108.115
43,0,165.37,76343.5,2023,4,3,165.858333
44,0,163.135,78120,2023,4,3,163.543333
45,0,164.6,79951,2023,4,3,162.585
46,0,148.115,81737,2023,4,3,147.625
47,0,159.915,83539.5,2023,4,3,159.841667
48,0,151.795,85338.5,2023,4,3,153.02
1,0,151.065,1040,2023,4,4,151.106667
2,0,166.21,2534.5,2023,4,4,178.965
3,0,150.63,4185,2023,4,4,153.865714
4,0,149.13,6122,2023,4,4,148.838333
5,0,145.495,7922,2023,4,4,145.313333
6,0,144.925,9722.5,2023,4,4,144.72
7,0,147.195,11521,2023,4,4,146.823333
8,0,145.595,13323,2023,4,4,145.813333
9,0,145.91,15149.5,2023,4,4,146.29
10,0,147.265,16952,2023,4,4,146.945
11,0,188.195,18731.5,2023,4,4,183.395
12,0,148.645,20538,2023,4,4,165.596667
13,0,183.975,22338,2023,4,4,189.481667
14,0,225.95,24004,2023,4,4,224.785714
15,0,248.47,25792,2023,4,4,230.482857
16,0,257.26,27594,2023,4,4,279.595714
17,0,209.71,29392,2023,4,4,219.831429
18,0,151.02,31178,2023,4,4,154.542857
19,0,136.93,33011,2023,4,4,128.78
20,0,119.465,34927,2023,4,4,119.711667
21,0,107.775,36729.5,2023,4,4,106.046667
22,0,130.315,38348,2023,4,4,129.315
23,0,155.105,40049.5,2023,4,4,148.791667
24,0,155.105,42149.5,2023,4,4,155.033333
25,0,150.6,43781,2023,4,4,151.39
26,0,149.75,45739,2023,4,4,149.881667
27,0,149.58,47442,2023,4,4,145.775714
28,0,129.46,49201,2023,4,4,129.728
29,0,99.98,50980,2023,4,4,104.905714
30,0,93.05,52786,2023,4,4,94.905714
31,0,107.45,54592,2023,4,4,114.322857
32,0,136.68,56381,2023,4,4,131.298571
33,0,135.075,58394,2023,4,4,135.42
34,0,138.79,59983,2023,4,4,141.716
35,0,132.81,61935,2023,4,4,130.608333
36,0,111.94,63582,2023,4,4,123.802857
37,0,139.06,65542,2023,4,4,132.9
38,0,163.5,67210,2023,4,4,167.495714
39,0,139.4,68987,2023,4,4,131.748571
40,0,112.26,70792,2023,4,4,114.517143
41,0,110.17,72597,2023,4,4,115.707143
42,0,144.06,74384,2023,4,4,138.515714
43,0,158.74,76336.5,2023,4,4,164.12
44,0,147.78,78019,2023,4,4,136.194286
45,0,143.3,79821,2023,4,4,131.571429
46,0,150.29,81582,2023,4,4,136.677143
47,0,137.72,83425,2023,4,4,123.557143
48,0,93.88,85220,2023,4,4,105.681429
1,0,97.53,914,2023,4,5,101.845714
2,0,94.75,2391,2023,4,5,96.454286
3,0,70.15,4186,2023,4,5,79.952857
4,0,67.69,5994,2023,4,5,67.974
5,0,67.72,7786,2023,4,5,68.427143
6,0,67.735,9740.5,2023,4,5,59.008333
7,0,50.57,11698,2023,4,5,50.638
8,0,50.625,13061.5,2023,4,5,49.05
9,0,67.42,15024,2023,4,5,65.018571
10,0,50.67,16821,2023,4,5,59.135714
11,0,91.48,18616,2023,4,5,85.881429
12,0,90.4,20400,2023,4,5,98.041429
13,0,102.89,22189,2023,4,5,115.545714
14,0,125.91,23998,2023,4,5,121.35
15,0,86.705,25669,2023,4,5,101.708333
16,0,135.13,27615,2023,4,5,138.094286
17,0,91.925,29249,2023,4,5,99.353333
18,0,75.525,31339,2023,4,5,83.448333
19,0,74.65,32997,2023,4,5,74.764286
20,0,76.5,34819,2023,4,5,82.472857
21,0,75.6,36739,2023,4,5,75.618333
22,0,74.785,38259.5,2023,4,5,66.233333
23,0,40.56,40227,2023,4,5,39.065714
24,0,51,41993,2023,4,5,52.472857
25,0,32,43934.5,2023,4,5,34.608333
26,0,16.86,45615,2023,4,5,29.435714
27,0,72.51,47529.5,2023,4,5,72.54
28,0,73.29,49184,2023,4,5,72.564286
29,0,75.3,51010,2023,4,5,76.621429
30,0,75.315,52935,2023,4,5,75.228333
31,0,75.44,54621,2023,4,5,57.44
32,0,74.8,56408,2023,4,5,74.642857
33,0,46.875,58346.5,2023,4,5,47.658333
34,0,75.02,60014,2023,4,5,66.112857
35,0,73.59,61832,2023,4,5,56.997143
36,0,128.38,63593,2023,4,5,118.76
37,0,127.97,65599.5,2023,4,5,127.871667
38,0,228.08,67191,2023,4,5,216.67
39,0,146.85,68996,2023,4,5,139.452857
40,0,125.52,70808,2023,4,5,137.458571
41,0,132.25,72584,2023,4,5,135.761429
42,0,130.57,74390,2023,4,5,128.437143
43,0,107.49,76190,2023,4,5,108.462857
44,0,115.91,78032,2023,4,5,109.174286
45,0,97.26,80343,2023,4,5,95.262857
46,0,77.83,81597,2023,4,5,85.107143
47,0,77.55,83413,2023,4,5,82.588571
48,0,75.64,85221,2023,4,5,72.574286
1,0,49.37,904,2023,4,6,56.427143
2,0,65.19,2413,2023,4,6,74.82
3,0,68.07,4194,2023,4,6,67.615714
4,0,65.42,6137,2023,4,6,65.853333
5,0,86.72,7800,2023,4,6,84.912857
6,0,68.48,9742.5,2023,4,6,69.778333
7,0,65.08,11706,2023,4,6,65
8,0,65.11,12642,2023,4,6,64.953333
9,0,65.23,14871,2023,4,6,66.21
10,0,67.02,16823,2023,4,6,74.02
11,0,69.25,18662,2023,4,6,91.23
12,0,69.52,20398,2023,4,6,70.831429
13,0,71.56,22211,2023,4,6,72.674286
14,0,118.54,24149,2023,4,6,118.451667
15,0,86.46,25794,2023,4,6,110.777143
16,0,117.33,27590,2023,4,6,121.622857
17,0,77.8,29437,2023,4,6,77.728571
18,0,79.78,31183,2023,4,6,81.584286
19,0,90.285,33137,2023,4,6,86.811667
20,0,115.15,34789,2023,4,6,106.174286
21,0,126.12,36443.5,2023,4,6,117.465
22,0,112.025,38539.5,2023,4,6,107.455
23,0,87.83,40372.5,2023,4,6,90.288333
24,0,88.095,42238,2023,4,6,88.233333
25,0,83.625,43644,2023,4,6,83.285
26,0,85.915,45743,2023,4,6,84.06
27,0,88.715,47547.5,2023,4,6,88.918333
28,0,83.63,49174,2023,4,6,82.38
29,0,88.975,51131.5,2023,4,6,88.29
30,0,86.56,52937,2023,4,6,85.18
31,0,88.75,54582,2023,4,6,103.518571
32,0,99.5,56636.5,2023,4,6,103.771667
33,0,135.675,58336.5,2023,4,6,133.681667
34,0,180.97,59991,2023,4,6,194.698
35,0,160.26,61928,2023,4,6,195.65
36,0,231.93,63587,2023,4,6,242.431429
37,0,303.865,65541.5,2023,4,6,298.478333
38,0,307.45,67199,2023,4,6,295.06
39,0,235.25,69141.5,2023,4,6,235.711667
40,0,180.84,70806,2023,4,6,189.227143
41,0,86.85,72598,2023,4,6,99.967143
42,0,93.25,74388,2023,4,6,91.101429
43,0,159.56,76192,2023,4,6,156.09
44,0,146.82,77981,2023,4,6,137.007143
45,0,94.08,79804,2023,4,6,108.087143
46,0,94.69,81595,2023,4,6,102.581429
47,0,149.805,83537,2023,4,6,140.175
48,0,93.3,85203,2023,4,6,99.135714
1,0,106.14,893,2023,4,7,104.738571
2,0,106.29,2396,2023,4,7,102.856
3,0,103.57,3900,2023,4,7,103.548
4,0,87.95,6026,2023,4,7,88.246667
5,0,81.34,7796,2023,4,7,86.221429
6,0,101.16,9590,2023,4,7,99.834
7,0,99.055,10966.5,2023,4,7,98.4675
8,0,87.86,13205,2023,4,7,89.064286
9,0,68.77,14849,2023,4,7,71.636667
10,0,64.01,16512,2023,4,7,65.094
11,0,63.655,18446.5,2023,4,7,48.096667
12,0,63.02,20406,2023,4,7,44.911429
13,0,59.03,22188,2023,4,7,39.62
14,0,9.25,24000,2023,4,7,31.104286
15,0,63.805,25932,2023,4,7,48.343333
16,0,67.265,27723,2023,4,7,66.598333
17,0,67.645,29535,2023,4,7,59.795
18,0,88.69,31322,2023,4,7,84.02
19,0,77.245,33127,2023,4,7,74.876667
20,0,77.335,34928.5,2023,4,7,77.38
21,0,72.105,36723.5,2023,4,7,74.681667
22,0,68.69,38671,2023,4,7,70.732
23,0,71.08,40320.5,2023,4,7,70.886667
24,0,70.36,42126.5,2023,4,7,70.22
25,0,71.16,43924,2023,4,7,73.058333
26,0,68.565,45722,2023,4,7,67.93
27,0,66.515,47524.5,2023,4,7,59.605
28,0,64.405,49326.5,2023,4,7,50.511667
29,0,64.47,51120.5,2023,4,7,50.761667
30,0,23.01,52922,2023,4,7,36.933333
31,0,68.49,54726.5,2023,4,7,68
32,0,69.355,56557.5,2023,4,7,70.586667
33,0,68.92,58177,2023,4,7,69.266
34,0,68.845,59842.5,2023,4,7,74.285
35,0,86.38,61783,2023,4,7,82.691429
36,0,106.83,63888,2023,4,7,100.468
37,0,106.34,64823,2023,4,7,100.576667
38,0,105.405,67345.5,2023,4,7,105.4925
39,0,89.55,68989,2023,4,7,92.124286
40,0,81.325,70939,2023,4,7,78.518333
41,0,82.285,72770,2023,4,7,81.083333
42,0,84.09,74390,2023,4,7,80.385714
43,0,63.85,76194,2023,4,7,50.524286
44,0,42.895,78135.5,2023,4,7,38.43
45,0,24.5,79943.5,2023,4,7,27.998333
46,0,5.85,81734.5,2023,4,7,18.626667
47,0,4.985,83539.5,2023,4,7,11.415
48,0,14.595,85339,2023,4,7,14.575
1,0,24.255,1057,2023,4,8,45.013333
2,0,9.23,2396,2023,4,8,8.23
3,0,9.34,4199,2023,4,8,20.955714
4,0,89.62,5997,2023,4,8,61.924286
5,0,24.86,7782,2023,4,8,50.787143
6,0,92.24,9586,2023,4,8,80.178571
7,0,48.765,9995.5,2023,4,8,48.765
8,0,24.07,13335,2023,4,8,30.86
9,0,24.74,15149.5,2023,4,8,24.515
10,0,24.88,16929,2023,4,8,44.636667
11,0,91.855,18744.5,2023,4,8,67.12
12,0,92.04,20539,2023,4,8,93.863333
13,0,66.51,22201,2023,4,8,71.38
14,0,65.3,24012,2023,4,8,50.831429
15,0,24.32,25806,2023,4,8,46.084286
16,0,74.48,27590,2023,4,8,58.238571
17,0,102.33,29389,2023,4,8,98.331429
18,0,86.63,31194,2023,4,8,81.637143
19,0,71.45,32985,2023,4,8,71.397143
20,0,12.67,34874,2023,4,8,29.254286
21,0,67.87,36590,2023,4,8,44.315714
22,0,67.03,38543.5,2023,4,8,66.81
23,0,65.745,40346,2023,4,8,64.248333
24,0,12.59,41993,2023,4,8,18.591429
25,0,9.29,43815,2023,4,8,10.18
26,0,8.28,45733,2023,4,8,6.811667
27,0,3.28,47405,2023,4,8,2.878571
28,0,1.87,49336.5,2023,4,8,3.616667
29,0,20.9,51149,2023,4,8,19.503333
30,0,20.95,52951.5,2023,4,8,35.193333
31,0,16.72,54596,2023,4,8,16.636667
32,0,22.78,56528.5,2023,4,8,22.45
33,0,21.45,58176,2023,4,8,31.797143
34,0,67.38,59969,2023,4,8,57.054286
35,0,69.54,61924,2023,4,8,67.485
36,0,70.61,63722,2023,4,8,75.635
37,0,69.34,65536.5,2023,4,8,69.365
38,0,85.95,67342,2023,4,8,82.093333
39,0,68.54,69262,2023,4,8,68.773333
40,0,68.155,70933,2023,4,8,67.596667
41,0,66.83,72748,2023,4,8,65.49
42,0,9.385,74547,2023,4,8,26.618333
43,0,58.25,76185,2023,4,8,48.034286
44,0,9.595,78134.5,2023,4,8,25.646667
45,0,67.84,79798,2023,4,8,51.597143
46,0,7.32,81726.5,2023,4,8,24.643333
47,0,65.65,83391,2023,4,8,49.334286
48,0,60.35,85187,2023,4,8,42.972857
1,0,21.02,893,2023,4,9,20.917143
2,0,19.74,2086,2023,4,9,15.636
3,0,24.86,4184,2023,4,9,24.88
4,0,60.23,6131.5,2023,4,9,53.2675
5,0,24.85,7783,2023,4,9,24.114
6,0,21.23,9586,2023,4,9,21.23
7,0,9.8,11387,2023,4,9,9.8
8,0,23.475,13324.5,2023,4,9,23.413333
9,0,25.42,15121.5,2023,4,9,25.221667
10,0,25.6,16779,2023,4,9,33.936
11,0,69.63,18583,2023,4,9,50.152857
12,0,69.87,20381,2023,4,9,70.957143
13,0,70.09,22227,2023,4,9,67.352
14,0,69.83,24141,2023,4,9,71.775
15,0,25.2,25791,2023,4,9,34.534286
16,0,67.8,27735,2023,4,9,55.421667
17,0,74.96,29557,2023,4,9,74.303333
18,0,73.96,31227,2023,4,9,74.384286
19,0,74.31,33139,2023,4,9,74.283333
20,0,74.51,35390,2023,4,9,74.493333
21,0,74.145,36590,2023,4,9,74.145
22,0,73.8,38393,2023,4,9,72.463333
23,0,74.02,39892.5,2023,4,9,74.02
24,0,73.73,42128.5,2023,4,9,73.761667
25,0,69.135,43321,2023,4,9,69.135
26,0,22.335,45738,2023,4,9,29.991667
27,0,20.8,47401,2023,4,9,25.101429
28,0,22.275,49335.5,2023,4,9,22.063333
29,0,55.89,51137.5,2023,4,9,50.568333
30,0,66.465,52931.5,2023,4,9,64.565
31,0,74.275,54748,2023,4,9,74.265
32,0,74.175,56231.5,2023,4,9,74.2425
33,0,77.62,58325,2023,4,9,78.023333
34,0,84.37,60125,2023,4,9,83.938333
35,0,86.215,61921.5,2023,4,9,85.855
36,0,96.86,63722.5,2023,4,9,99.198333
37,0,93.7,65536.5,2023,4,9,96.811667
38,0,90.02,67480,2023,4,9,93.498
39,0,91.615,69128,2023,4,9,92.025
40,0,79.84,70928.5,2023,4,9,80.103333
41,0,72.26,72736,2023,4,9,74.291667
42,0,71.955,74383.5,2023,4,9,71.73
43,0,72.22,76180,2023,4,9,73.305714
44,0,72.54,77992,2023,4,9,71.897143
45,0,70.715,79949.5,2023,4,9,70.95
46,0,77.5,81570,2023,4,9,79.012857
47,0,63.61,83534,2023,4,9,60.95
48,0,63.47,85202,2023,4,9,57.727143
1,0,79.4,904,2023,4,10,84.248571
2,0,93.65,2095,2023,4,10,84.118
3,0,65.205,4334.5,2023,4,10,64.956667
4,0,42.505,5537,2023,4,10,42.505
5,0,62.555,7630.5,2023,4,10,54.4575
6,0,69.85,9001,2023,4,10,62.53
7,0,69.4,11252.5,2023,4,10,69.03
8,0,46.135,13334.5,2023,4,10,45.63
9,0,23.215,15132.5,2023,4,10,37.65
10,0,23.225,16924,2023,4,10,23.831667
11,0,23.19,18574,2023,4,10,32.788571
12,0,70.08,20382,2023,4,10,59.551429
13,0,22.66,22203,2023,4,10,13.814286
14,0,0.09,24127.5,2023,4,10,0.57
15,0,21.06,25774,2023,4,10,17.528571
16,0,43.73,27736.5,2023,4,10,41.025
17,0,42.95,29527.5,2023,4,10,30.671667
18,0,45.81,31320.5,2023,4,10,45.841667
19,0,46.555,33121.5,2023,4,10,49.386667
20,0,72.85,34940.5,2023,4,10,72.968333
21,0,71.12,36590,2023,4,10,67.577143
22,0,46.62,38393,2023,4,10,39.987143
23,0,50.08,40195,2023,4,10,57.811429
24,0,46.75,42136,2023,4,10,46.771667
25,0,69.555,43967,2023,4,10,68.635
26,0,59.395,45723,2023,4,10,58.146667
27,0,64.65,47521.5,2023,4,10,63.168333
28,0,3.355,49324.5,2023,4,10,3.058333
29,0,5.315,51159,2023,4,10,20.263333
30,0,60.08,52773,2023,4,10,58.792857
31,0,54.75,54726,2023,4,10,47.505
32,0,61.3,56521.5,2023,4,10,52.483333
33,0,82.325,58342.5,2023,4,10,81.42
34,0,87.55,59987,2023,4,10,82.958571
35,0,107.025,61949,2023,4,10,103.086667
36,0,106.46,63588,2023,4,10,104.006667
37,0,109.69,65384,2023,4,10,109.338
38,0,107.4,67785,2023,4,10,105.663333
39,0,84.69,69000,2023,4,10,83.324286
40,0,64.53,71085,2023,4,10,62.623333
41,0,66.355,72436.5,2023,4,10,61.908333
42,0,55.755,74543.5,2023,4,10,49.788333
43,0,68.295,76344,2023,4,10,64.655
44,0,49.86,78138,2023,4,10,46.158333
45,0,9.66,79970,2023,4,10,25.16
46,0,1.59,81600,2023,4,10,3.405714
47,0,59.18,83700,2023,4,10,52.168571
48,0,59.09,85206,2023,4,10,49.311111
1,0,56.96,907,2023,4,11,36.381429
2,0,10.01,2708,2023,4,11,29.614
3,0,9.72,4328.5,2023,4,11,9.66
4,0,60.665,6138.5,2023,4,11,48.845
5,0,64.44,7192,2023,4,11,64.44
6,0,9.775,9724.5,2023,4,11,9.78
7,0,58.61,10779,2023,4,11,58.61
8,0,58.68,13193,2023,4,11,38.288571
9,0,60.07,14838,2023,4,11,52.196667
10,0,60.2,16795,2023,4,11,46.345714
11,0,59.4,18584,2023,4,11,46.39
12,0,67.01,20540.5,2023,4,11,73.013333
13,0,69.19,22205,2023,4,11,48.878571
14,0,66.29,24009,2023,4,11,53.658571
15,0,74.32,25834,2023,4,11,68.321429
16,0,72.8,27632,2023,4,11,72.012857
17,0,73.9,29403,2023,4,11,73.872857
18,0,73.345,31068,2023,4,11,73.503333
19,0,73.05,32993,2023,4,11,73.194286
20,0,71.68,34797,2023,4,11,70.36
21,0,68.6,36608,2023,4,11,68.355714
22,0,71.96,38541.5,2023,4,11,71.696667
23,0,68.825,40352.5,2023,4,11,65.958333
24,0,69.28,41997,2023,4,11,69.842857
25,0,69.45,43790.5,2023,4,11,68.566667
26,0,68.02,45631,2023,4,11,63.628571
27,0,69.55,47276.5,2023,4,11,69.55
28,0,43.83,49202,2023,4,11,46.761429
29,0,44.84,51045,2023,4,11,51.578571
30,0,40.23,52812,2023,4,11,39.268571
31,0,42.35,54497,2023,4,11,51.071667
32,0,62,56410,2023,4,11,57.544286
33,0,71.47,58052,2023,4,11,71.526667
34,0,85.4,60149,2023,4,11,81.173333
35,0,86.35,61788,2023,4,11,87.908571
36,0,142.93,63594,2023,4,11,122.918571
37,0,161.45,65577,2023,4,11,162.445
38,0,177.74,67496,2023,4,11,173.896
39,0,155.65,68984,2023,4,11,151.934286
40,0,151.06,70772,2023,4,11,137.067143
41,0,116.06,72742,2023,4,11,122.176667
42,0,92.515,74546.5,2023,4,11,91.3
43,0,95.05,76172,2023,4,11,92.834286
44,0,87.485,78153.5,2023,4,11,85.105
45,0,68.84,79794,2023,4,11,74.048571
46,0,1.6,81615,2023,4,11,21.28
47,0,1.15,83403,2023,4,11,20.057143
48,0,0.46,85220,2023,4,11,19.548571
1,0,14.5,894,2023,4,12,17.948571
2,0,5.31,2544.5,2023,4,12,7.445
3,0,16,4169,2023,4,12,37.385714
4,0,16.15,6123,2023,4,12,32.843333
5,0,65.815,7926,2023,4,12,57.653333
6,0,66.555,9727.5,2023,4,12,67.23
7,0,69.94,11371,2023,4,12,70.132
8,0,64.895,13333.5,2023,4,12,63.83
9,0,58.65,15000,2023,4,12,60.022
10,0,61.455,16722,2023,4,12,54.686667
11,0,66.38,18592,2023,4,12,63.722857
12,0,67.97,20548.5,2023,4,12,64.093333
13,0,68.195,22350.5,2023,4,12,47.868333
